Latitude;Longitude
21.050153;105.810217
21.04152452716;105.790895372629
21.042209;105.795261
21.043523;105.836258
20.9803132472718;105.795320346951
20.962269;105.838169
20.9840278345379;105.793976560235
20.972559;105.778118
20.983565;105.81229
21.000632;105.817041
20.942653;105.756802
20.9606669108631;105.793515555561
21.050153;105.810217
21.04152452716;105.790895372629
21.042209;105.795261
21.043523;105.836258
20.9803132472718;105.795320346951
20.962269;105.838169
20.9840278345379;105.793976560235
20.972559;105.778118
20.983565;105.81229
21.000632;105.817041
20.942653;105.756802
20.9606669108631;105.793515555561
20.98;105.795253
21.029222;105.849436
20.968047;105.772511
20.982383;105.798866
20.965121;105.824968
21.052921;105.810455
21.028648;105.86071
21.0297670303816;105.858086720109
20.970659;105.778712
21.019244;105.810814
21.0093798;105.8021704
21.005913;105.803415
20.99622;105.809608
21.037162;105.776476
21.0369;105.779852
21.001396;105.801275
20.998958;105.797906
21.015975;105.824096
20.998958;105.797906
21.002456;105.801755
21.010289;105.808269
21.017297;105.839794
21.035136;105.81047
21.025484;105.826455
20.982602;105.834137
21.005699;105.802724
21.000701;105.841758
21.04153;105.790933
20.946819;105.755139
20.995057;105.806049
21.067009;105.804862
21.030718;105.831882
20.990342;105.802524
21.005859;105.801092
20.982658;105.827811
20.962618;105.77499
21.0302684;105.8135064
21.0302684;105.8135064
21.030603;105.819138
21.0302684;105.8135064
21.0305927;105.8169392
21.012803;105.8231
21.01285;105.826365
21.019437;105.827901
21.022088;105.824151
21.022049;105.825989
21.012761;105.823125
21.017879;105.810283
21.0440191050519;105.843936391175
20.985212;105.820585
21.044518;105.84265
21.072789;105.812708
20.99146;105.815791
20.972786;105.820025
20.983049;105.827492
20.984359;105.817802
20.9971981287274;105.798305310309
20.979375;105.815513
20.98264;105.832441
20.985235;105.83407
20.993912;105.831431
20.990396;105.817867
20.991372;105.817162
21.052611;105.835889
21.000639;105.819302
21.052734;105.837778
20.986145;105.783599
21.068797;105.835116
21.053783;105.839171
21.038612;105.849279
21.0305927;105.8169392
21.015566;105.81253
21.000637;105.807406
20.967584;105.8191
21.002027;105.81049
21.030603;105.819138
21;105.81047
21.022608;105.82825
21.0305927;105.8169392
20.972361;105.777832
20.996824;105.815465
20.974112;105.789097
20.994177;105.814111
20.996797;105.813663
20.970051;105.832198
21.008404;105.841178
20.998815;105.855205
21.038091;105.814078
21.04122;105.820224
21.0349377;105.8250886
21.03784;105.811869
21.035924;105.812746
21.035651;105.827995
21.043706;105.844903
21.071751;105.814173
21.055102;105.820793
21.0246049;105.826427
21.030295;105.822413
20.99049;105.799623
21.03434;105.831016
21.00682;105.777452
20.988687;105.8126
20.987963;105.878612
20.986448;105.828574
20.977243;105.797808
20.994373;105.80647
20.968412;105.796995
21.016398;105.775438
20.986238;105.798052
21.046979;105.811407
20.997443;105.858024
21.027015;105.831036
21.041003;105.778964
20.999457;105.808199
20.999457;105.808199
21.026758;105.821213
21.0343377;105.7892913
21.04234;105.776219
21.027006;105.797882
21.023066;105.811625
21.042488;105.793252
20.975159;105.820753
21.00317;105.850193
21.036328;105.776347
20.967369;105.771715
20.983619;105.77282
21.01068;105.806452
21.0144;105.826171
20.970511;105.774289
21.001515;105.848123
20.984675;105.838585
20.991901;105.849879
20.993221;105.849512
21.000478;105.848464
21.010422;105.795116
21.034815;105.777844
21.033502;105.787385
21.032842;105.787429
21.0344411000765;105.788027085364
21.033387;105.775233
21.02728;105.778238
21.031201;105.785146
21.015187;105.768127
21.005973;105.854378
21.034883;105.788907
21.034859;105.788475
21.032313;105.824335
21.030511;105.828515
20.99677;105.827101
21.0302684;105.8135064
21.0302684;105.8135064
21.03239;105.825416
21.030603;105.819138
21.003015;105.86558
21.031227;105.825397
20.956461;105.734829
21.0319507429471;105.784663930535
21.030599;105.818709
20.976704;105.788723
21.0332247921573;105.786512405944
20.996347;105.84571
20.976359;105.789973
21.012438;105.819071
20.995649;105.808907
21.035445;105.853325
21.032321;105.832766
20.989326;105.81193
21.02291;105.8003
21.054614;105.732023
21.036673;105.776336
21.0347703;105.8265848
21.026606;105.812051
21.060104;105.833966
21.060104;105.833966
21.038725;105.743685
21.035289;105.800455
21.016748;105.803946
21.006467;105.795282
20.966555;105.774781
20.991321;105.817309
21.040482;105.868076
21.02964;105.8142312
20.978774;105.82156
20.9927301128116;105.798707306385
20.992885;105.852152
21.021892;105.821662
21.015515;105.841378
21.040508;105.849507
21.019244;105.810814
21.021418;105.817446
21.00115;105.847764
21.032584;105.847523
20.988708;105.798372
20.977461;105.775135
20.981933;105.788183
21.010348;105.781971
21.01719;105.799127
20.982184;105.787513
21.010544;105.777101
20.987899;105.818805
21.050516;105.893394
21.002776;105.821909
21.043842;105.846845
21.0176;105.837946
21.023551;105.831894
21.004226;105.837475
21.004226;105.837475
21.0105535;105.8309746
21.018156;105.830849
21.016389;105.837686
20.991703;105.841352
21.031285;105.846952
21.034965;105.785029
